Player Name,fpts
Broncos,184
Chiefs,164
Cardinals,161
Panthers,155
Seahawks,140
Texans,138
Vikings,130
Steelers,125
Bengals,122
Patriots,117
Rams,112
Jets,111
Packers,99
Redskins,96
Colts,95
Raiders,94
Eagles,93
Buccaneers,90
Lions,88
Ravens,85
Falcons,83
Bills,81
Titans,74
Cowboys,69
Dolphins,69
Jaguars,67
Bears,65
Giants,65
Chargers,62
Browns,59
Saints,39
49ers,32
